,title,description
8943,Integration Developer (TIBCO BA) - Remote ,"['TIBCO Business Events Upgrade: Plan and implement development components using TIBCO Business Events, including coding, team activity coordination, risk mitigation, and collaboration with stakeholders.', 'Integration Solution Development: Design, develop, and test integration solutions aligned with business and technical requirements.', 'Stakeholder Engagement: Collaborate with clients and stakeholders to understand business requirements and ensure clarity on implementation flows and deliverables.', 'Mentorship: Provide mentorship and guidance to team members, review work items, and foster a collaborative environment.', 'Problem Resolution: Address system performance, deployment, and functionality issues, ensuring high availability and reliability.']"
8944,Rmt. Mid/Senior QA - Test Automation engineer,[]
8945,Rmt. Mid/Senior QA - Test Automation engineer,[]
8946,Senior Data Engineer (Azure / Databricks),"['Working together with Platform Engineers to assess and choose the most suitable technologies and tools for the project', 'Development and committing of new functionalities and open-source tools', 'Executing intricate data intake procedures', ""Implementing and enacting policies in line with the company's strategic plans regarding utilized technologies, work organization, etc."", 'Ensuring compliance with industry standards and regulations in terms of security, data privacy applied in the data processing layer', 'Conducting training and knowledge-sharing']"
8947,Senior Data Engineer (Azure / Databricks),"['Working together with Platform Engineers to assess and choose the most suitable technologies and tools for the project', 'Development and committing of new functionalities and open-source tools', 'Executing intricate data intake procedures', ""Implementing and enacting policies in line with the company's strategic plans regarding utilized technologies, work organization, etc."", 'Ensuring compliance with industry standards and regulations in terms of security, data privacy applied in the data processing layer', 'Conducting training and knowledge-sharing']"
8948,Remote Senior Devops Engineer (GCP + Azure) ,"['Prowadzenie, projektowanie i wdrażanie skalowalnych infrastruktur on-premise i w chmurze (GCP, Azure) z naciskiem na bezpieczeństwo i efektywność.', 'Konfiguracja Kubernetes, usprawnienie procesów wdrażania i wspieranie zwinnych praktyk rozwoju aplikacji.', 'Tworzenie skryptów automatyzujących i projektowanie modułów Terraform, zwiększenie efektywności operacyjnej i niezawodności systemu.', 'Wspieranie zespołów developerskich, zapewnienie efektywnego rozwoju aplikacji i wdrożenia poprzez udoskonalone praktyki i narzędzia DevOps', 'Zarządzanie usługami Cloud (Multicloud).', 'Projektowanie i nadzór nad rozwiazaniami pod  kątem automatyzacji i efektywności DevOps.', 'Utrzymywanie i rozwój nowoczesnego procesu CI/CD.', 'Rozwój i utrzymanie narzędzi niezbędnych w nowoczesnych procesach wytwórczych oprogramowania.']"
8949,Remote Senior DevOps Engineer,[]
8950,Remote Senior DevOps Engineer,[]
8951,Senior Test Engineer with Squish,[]
8952,Senior Test Engineer with Squish,[]
8953,Programista / Web-developer,[]
8954,Data Engineer ,"['Design and optimize data infrastructure using Python, PySpark, Apache Spark, and Delta Spark,', 'Implement strong data governance frameworks to ensure quality, security, and compliance,', 'Connect Delta Tables to a SQL engine (like Databricks SQL) for efficient querying and analytics,', 'Leverage strong DevOps expertise to deploy and maintain data systems in Azure,', 'Create batch and streaming pipelines for data processing.']"
8955,Data Engineer ,"['Design and optimize data infrastructure using Python, PySpark, Apache Spark, and Delta Spark,', 'Implement strong data governance frameworks to ensure quality, security, and compliance,', 'Connect Delta Tables to a SQL engine (like Databricks SQL) for efficient querying and analytics,', 'Leverage strong DevOps expertise to deploy and maintain data systems in Azure,', 'Create batch and streaming pipelines for data processing.']"
8956,Lead Data Engineer,"['Leading the Data Engineering competency domain that are targeted for delivery optimization and our team of Data Engineers in Elitmind ', 'Stay ahead of industry trends and best practices, conducting research and executing new techniques ', 'Setting up and developing internal procedures and standards for development and operations ', 'Manage internal Center of Excellence initiatives in DevOps tribe. Gather best practices, frameworks and standards to provide as much reusable components as possible ', 'Provide a technical roadmap and architecture for Data platforms that will be proposed to our customers ', 'Be trusted advisor for customers ', 'Gather customer requirements and prepare work estimation for offers ', 'Participate in creation of Data Platform services offer and selling strategy in area of data platform administration and maintenance ']"
8957,Lead Data Engineer,"['Leading the Data Engineering competency domain that are targeted for delivery optimization and our team of Data Engineers in Elitmind ', 'Stay ahead of industry trends and best practices, conducting research and executing new techniques ', 'Setting up and developing internal procedures and standards for development and operations ', 'Manage internal Center of Excellence initiatives in DevOps tribe. Gather best practices, frameworks and standards to provide as much reusable components as possible ', 'Provide a technical roadmap and architecture for Data platforms that will be proposed to our customers ', 'Be trusted advisor for customers ', 'Gather customer requirements and prepare work estimation for offers ', 'Participate in creation of Data Platform services offer and selling strategy in area of data platform administration and maintenance ']"
8958,Marketing Analytics Specialist,"['Realizowanie wdrożeń Google Analytics i innych narzędzi marketingowych przez Google Tag Managera;', 'Konfigurowanie raportów, m.in. w Google Looker Studio;', 'Raportowanie, interpretowanie danych i prowadzenie konsultacji dotyczące Google Analytics 4 360;', 'Aktywne poszukiwanie nowych rozwiązań, mających na celu optymalizację i poprawę kluczowych wskaźników sukcesu na stronach i w działaniach marketingowych realizowanych dla Klientów;', 'Branie udziału w działaniach PR i aktywizacyjnych, w tym tworzenie eksperckich treści oraz prowadzenie spotkań z obecnymi i potencjalnymi Klientami']"
8959,Senior/Lead Power BI Engineer,"['Design, develop, and maintain optimized business intelligence solutions with a focus on performance', 'Present information through high-performance reports and complex visualizations tailored to business needs', 'Translate business requirements into advanced technical specifications and scalable data models', 'Design, build, and deploy BI solutions with a focus on efficiency and scalability for large datasets', 'Maintain and support data analytics platforms, ensuring optimized query performance', 'Assist QA Engineers with testing, troubleshooting, and performance tuning of BI solutions', 'Evaluate and improve existing BI solutions for performance, reusability, and scalability', 'Conduct analyses with a strong focus on query optimization and data efficiency', 'Create technical documentation to support scalable Power BI solutions', 'Work with complex Power BI datasets, ensuring robust performance and scalability for large data volumes']"
